"STUDY_ID","EVENTCATEGORYNAME","EVENTNAME","startdt","SHORTTITLE","STUDYNUMBER","enddt","EVENT"
50506,"Protocol Status","Closed to Follow Up","06-JAN-1998","PK/PD Substudy of ACTG 372 (Groups A&B only)","ACTG 706","","Closed to Follow Up"
50508,"Protocol Status","Concluded","01-SEP-2011","Immunology Substudy of ACTG 371","ACTG 709","","Concluded"
50508,"Protocol Status","Closed to Follow Up","18-APR-2006","Immunology Substudy of ACTG 371","ACTG 709","01-SEP-2011","Closed to Follow Up"
50509,"Protocol Status","Closed to Follow Up","22-SEP-2006","Compartment Substudy of ACTG 371","ACTG 710","","Closed to Follow Up"
50510,"Protocol Status","Closed to Follow Up","12-SEP-2000","Pharmacology Substudy of ACTG 371","ACTG 711","","Closed to Follow Up"
50518,"Protocol Status","Closed to Follow Up","30-NOV-1998","Lymphoid Tissue Substudy of ACTG 343","ACTG 719","","Closed to Follow Up"
50521,"Protocol Status","Closed to Follow Up","24-JAN-2001","Evaluating the Predictive Value of Viral Load (VL)","ACTG 722","","Closed to Follow Up"
50522,"Protocol Status","Concluded","02-OCT-2009","ART Effect on Viral Burden & Immune Function in the Lungs","ACTG 723","","Concluded"
50522,"Protocol Status","POS/PAC","15-APR-2006","ART Effect on Viral Burden & Immune Function in the Lungs","ACTG 723","02-OCT-2009","POS/PAC"
50522,"Protocol Status","Closed to Follow Up","15-APR-2003","ART Effect on Viral Burden & Immune Function in the Lungs","ACTG 723","15-APR-2006","Closed to Follow Up"
50522,"Protocol Status","Closed to Accrual","05-NOV-2002","ART Effect on Viral Burden & Immune Function in the Lungs","ACTG 723","15-APR-2003","Closed to Accrual"
50522,"Protocol Status","Open","17-AUG-1999","ART Effect on Viral Burden & Immune Function in the Lungs","ACTG 723","05-NOV-2002","Open"
50522,"Protocol Status","In Development","15-JUL-1997","ART Effect on Viral Burden & Immune Function in the Lungs","ACTG 723","17-AUG-1999","In Development"
50524,"Protocol Status","Closed to Follow Up","19-NOV-2002","Medication Compliance Substudy of ACTG 371","ACTG 729","","Closed to Follow Up"
50526,"Protocol Status","Closed to Follow Up","24-MAY-2000","Limited Adherence Substudy of ACTG 384","ACTG 731","","Closed to Follow Up"
50527,"Protocol Status","Closed to Follow Up","14-AUG-2001","Compartmental Substudy of ACTG 388","ACTG 732","","Closed to Follow Up"
50528,"Protocol Status","Closed to Follow Up","01-MAY-1999","PK Substudy of ACTG 388","ACTG 733","","Closed to Follow Up"
50529,"Protocol Status","Closed to Follow Up","06-JUN-2000","Treatment Failures Substudy","ACTG 734","","Closed to Follow Up"
50530,"Protocol Status","Closed to Follow Up","30-MAY-2001","Viral Dynamics Substudy of ACTG 388","ACTG 735","","Closed to Follow Up"
50531,"Protocol Status","Concluded","11-MAY-2011","Cerebrospinal Fluid HIV & Cognitive Function in Individuals Receiving ART","ACTG 736","","Concluded"
50531,"Protocol Status","POS/PAC","13-NOV-2007","Cerebrospinal Fluid HIV & Cognitive Function in Individuals Receiving ART","ACTG 736","11-MAY-2011","POS/PAC"
50531,"Protocol Status","Closed to Follow Up","12-JUL-2005","Cerebrospinal Fluid HIV & Cognitive Function in Individuals Receiving ART","ACTG 736","13-NOV-2007","Closed to Follow Up"
50531,"Protocol Status","Closed to Accrual","18-JUN-2004","Cerebrospinal Fluid HIV & Cognitive Function in Individuals Receiving ART","ACTG 736","12-JUL-2005","Closed to Accrual"
50531,"Protocol Status","Open","18-OCT-1999","Cerebrospinal Fluid HIV & Cognitive Function in Individuals Receiving ART","ACTG 736","18-JUN-2004","Open"
50531,"Protocol Status","In Development","12-DEC-1997","Cerebrospinal Fluid HIV & Cognitive Function in Individuals Receiving ART","ACTG 736","18-OCT-1999","In Development"
50532,"Protocol Status","Closed to Follow Up","10-JUL-2001","ACTG 388 Immunology Substudy","ACTG 737","","Closed to Follow Up"
50533,"Protocol Status","Closed to Follow Up","27-NOV-2001","CSF Substudy of ACTG 371","ACTG 738","","Closed to Follow Up"
50535,"Protocol Status","Closed to Follow Up","25-NOV-2003","Female Genital Secretions Substudy of ACTG 371","ACTG 740","","Closed to Follow Up"
50536,"Protocol Status","Closed to Follow Up","18-FEB-2004","Male Genital Secretions Substudy of ACTG 371","ACTG 741","","Closed to Follow Up"
50537,"Protocol Status","Closed to Follow Up","16-MAY-1995","Myopathy substudy of ACTG 175","ACTG 801","","Closed to Follow Up"
50538,"Protocol Status","Closed to Follow Up","04-MAY-1994","MEMS Compliance substudy of ACTG 175","ACTG 802","","Closed to Follow Up"
50539,"Protocol Status","Closed to Follow Up","06-MAY-1994","PK substudy of ACTG 229","ACTG 804","","Closed to Follow Up"
50540,"Protocol Status","Closed to Follow Up","31-MAY-1994","Immunology substudy of ACTG 229","ACTG 805","","Closed to Follow Up"
50541,"Protocol Status","Closed to Follow Up","10-JUN-1994","Compliance Monitoring-Random Drug Levels/ACTG 175","ACTG 806","","Closed to Follow Up"
50542,"Protocol Status","Closed to Follow Up","01-AUG-1995","Virology substudy for CMV in ACTG 228","ACTG 807","","Closed to Follow Up"
50543,"Protocol Status","Closed to Follow Up","08-MAY-1995","virology substudy for 241","ACTG 808","","Closed to Follow Up"
50544,"Protocol Status","Closed to Follow Up","16-MAR-1995","pk study for 241","ACTG 809","","Closed to Follow Up"
50545,"Protocol Status","Closed to Follow Up","14-JUN-1996","Microneurologic Substudy of ACTG 193A","ACTG 810","","Closed to Follow Up"
50546,"Protocol Status","Closed to Follow Up","22-NOV-1996","Macroneurology substudy of ACTG 193A","ACTG 811","","Closed to Follow Up"
50547,"Protocol Status","Closed to Follow Up","28-MAY-1996","PK substudy of ACTG 193A","ACTG 812","","Closed to Follow Up"
50548,"Protocol Status","Closed to Follow Up","13-JUN-1996","Virology Substudy of ACTG 193A","ACTG 813","","Closed to Follow Up"
50549,"Protocol Status","Closed to Follow Up","21-APR-1997","Pharmacokinetics of Thalidomide Substudy","ACTG 814","","Closed to Follow Up"
50550,"Protocol Status","Closed to Follow Up","19-OCT-1995","Epidemiology Substudy in ACTG 196 and 204","ACTG 815","","Closed to Follow Up"
50551,"Protocol Status","Concluded","01-SEP-2000","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","","Concluded"
50551,"Protocol Status","POS/PAC","30-JAN-1998","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","01-SEP-2000","POS/PAC"
50551,"Protocol Status","Closed to Follow Up","12-SEP-1997","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","30-JAN-1998","Closed to Follow Up"
50551,"Protocol Status","Closed to Accrual","31-AUG-1995","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","12-SEP-1997","Closed to Accrual"
50551,"Protocol Status","Open","06-MAY-1994","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","31-AUG-1995","Open"
50551,"Protocol Status","Pending","06-APR-1994","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","06-MAY-1994","Pending"
50551,"Protocol Status","In Development","20-OCT-1993","Nat. History of Resistant Mucosal Candidiasis","ACTG 816","06-APR-1994","In Development"
50554,"Protocol Status","Closed to Follow Up","04-MAR-1998","Intensive immunology for ACTG 248","ACTG 819","","Closed to Follow Up"
50555,"Protocol Status","Closed to Follow Up","04-MAR-1998","HIV-specific CTL Substudy of ACTG 248","ACTG 820","","Closed to Follow Up"
50558,"Protocol Status","Closed to Follow Up","17-JUN-1996","Pharmacokinetic Substudy of ACTG 223","ACTG 823","","Closed to Follow Up"
50559,"Protocol Status","Closed to Follow Up","09-JUN-1998","Pharmacodynamic Substudy of ACTG 223","ACTG 824","","Closed to Follow Up"
50560,"Protocol Status","Closed to Follow Up","09-DEC-1996","ACTG 261 Intensive Virology","ACTG 825","","Closed to Follow Up"
50561,"Protocol Status","Closed to Follow Up","09-DEC-1996","ACTG 261 Population PK","ACTG 826","","Closed to Follow Up"
50562,"Protocol Status","Closed to Follow Up","13-FEB-1997","MSL 109 on ADCC to CMV-ACTG 266 Substudy","ACTG 827","","Closed to Follow Up"
50563,"Protocol Status","Closed to Follow Up","16-JAN-1996","prod. of IL-1, -6, TNF-a, and lymph. prolif. assay","ACTG 828","","Closed to Follow Up"
50566,"Protocol Status","Closed to Follow Up","24-JUL-1996","mRNA TNF Substudy of ACTG 251","ACTG 831","","Closed to Follow Up"
50567,"Protocol Status","Closed to Follow Up","28-SEP-1995","Immunology Substudy I to ACTG 275","ACTG 832","","Closed to Follow Up"
50571,"Protocol Status","Closed to Follow Up","04-FEB-1997","PK substudy in ACTG 266","ACTG 837","","Closed to Follow Up"
50574,"Protocol Status","Closed to Follow Up","16-OCT-1997","Women Substudy for 251 - Prev of Genital Ulcers","ACTG 842","","Closed to Follow Up"
50576,"Protocol Status","Closed to Follow Up","06-JAN-1998","Tonsillar Biopsy Virology Substudy of ACTG 315","ACTG 846","","Closed to Follow Up"
50577,"Protocol Status","Closed to Follow Up","22-JAN-1998","Substudy of ACTG 347 to Evaluate CSF","ACTG 847","","Closed to Follow Up"
50580,"Protocol Status","Closed to Follow Up","30-DEC-1997","Semen Substudy of ACTG 347","ACTG 850","","Closed to Follow Up"
50581,"Protocol Status","Closed to Follow Up","28-SEP-1995","Immunology substudy to ACTG 275","ACTG 851","","Closed to Follow Up"
50582,"Protocol Status","Concluded","01-APR-2000","Effects of MAC Treatment on Cytokine Expression","ACTG 853","","Concluded"
50582,"Protocol Status","POS/PAC","04-JUN-1999","Effects of MAC Treatment on Cytokine Expression","ACTG 853","01-APR-2000","POS/PAC"
50582,"Protocol Status","Closed to Accrual","01-DEC-1997","Effects of MAC Treatment on Cytokine Expression","ACTG 853","04-JUN-1999","Closed to Accrual"
50582,"Protocol Status","Closed to Follow Up","26-OCT-1997","Effects of MAC Treatment on Cytokine Expression","ACTG 853","01-DEC-1997","Closed to Follow Up"
50582,"Protocol Status","Open","02-AUG-1995","Effects of MAC Treatment on Cytokine Expression","ACTG 853","26-OCT-1997","Open"
50582,"Protocol Status","Pending","22-MAY-1995","Effects of MAC Treatment on Cytokine Expression","ACTG 853","02-AUG-1995","Pending"
50582,"Protocol Status","In Development","04-NOV-1994","Effects of MAC Treatment on Cytokine Expression","ACTG 853","22-MAY-1995","In Development"
50583,"Protocol Status","Closed to Follow Up","05-JUN-1996","ACTG 276 Substudy: Intracellular PKs of ZDVTP","ACTG 854","","Closed to Follow Up"
50584,"Protocol Status","Closed to Follow Up","22-JUL-1997","Phenotypic/Immunol Studies w/Combo ZDV ddI Therapy","ACTG 855","","Closed to Follow Up"
50585,"Protocol Status","Closed to Follow Up","03-JUN-1997","Functional/Immunol Studies w/Combo ZDV/ddI Therapy","ACTG 856","","Closed to Follow Up"
50586,"Protocol Status","Closed to Follow Up","11-JUL-1996","Rate of HIV RNA Clearance: ZDV vs d4T vs ZDV + d4T","ACTG 857","","Closed to Follow Up"
50587,"Protocol Status","Closed to Follow Up","18-DEC-1996","Viral Dynamics Substudy of ACTG 276","ACTG 858","","Closed to Follow Up"
50588,"Protocol Status","Closed to Follow Up","24-JUL-1997","ACTG 303 substudy of viral dynamics","ACTG 859","","Closed to Follow Up"
50589,"Protocol Status","Closed to Follow Up","20-NOV-1998","ACTG 291 Nerve BX substudy","ACTG 860","","Closed to Follow Up"
50591,"Protocol Status","Closed to Follow Up","17-DEC-1997","Clinical Pharmacology Substudy of ACTG 306","ACTG 862","","Closed to Follow Up"
50592,"Protocol Status","Closed to Follow Up","16-JUL-1998","ACTG 307 immunology substudy","ACTG 863","","Closed to Follow Up"
50593,"Protocol Status","Closed to Follow Up","07-MAY-1998","Virology substudy in ACTG 307","ACTG 864","","Closed to Follow Up"
50594,"Protocol Status","Closed to Follow Up","17-APR-1998","PCR to Detect MAC Bacteremia: Substudy of ACTG 223","ACTG 865","","Closed to Follow Up"
50595,"Protocol Status","Closed to Follow Up","27-MAR-1997","Incid. of Cervical Dysplasia in ACTG 320 subjects","ACTG 866","","Closed to Follow Up"
50596,"Protocol Status","Closed to Follow Up","26-MAR-1997","Virologic Analysis of Surrogate Markers - IDV","ACTG 867","","Closed to Follow Up"
50597,"Protocol Status","Closed to Follow Up","21-FEB-1997","Eval. of HIV Load in Blood and Lymph Compartments","ACTG 868","","Closed to Follow Up"
50598,"Protocol Status","Closed to Follow Up","26-MAR-1997","Effect of Indinavir on Weight Gain","ACTG 869","","Closed to Follow Up"
50599,"Protocol Status","Closed to Follow Up","26-MAR-1997","Substudy  of ACTG 320:  Lymphocyte Subset Analyses","ACTG 870","","Closed to Follow Up"
50601,"Protocol Status","Closed to Follow Up","20-NOV-2000","Immunology Substudy of ACTG 328","ACTG 872","","Closed to Follow Up"
50602,"Protocol Status","Closed to Follow Up","08-JAN-2001","Virology Substudy of ACTG 328","ACTG 873","","Closed to Follow Up"
50603,"Protocol Status","Closed to Follow Up","11-OCT-2000","Substudy of ACTG 328 Viral/Immune Activation in Lymph Node","ACTG 874","","Closed to Follow Up"
50604,"Protocol Status","Closed to Follow Up","16-MAY-1995","Women's health substudy of ACTG 175","ACTG 875","","Closed to Follow Up"
50606,"Protocol Status","Closed to Follow Up","09-DEC-1999","Viral Burden:(Lymph/CSF/GenSec) Substudy ACTG 343","ACTG 877","","Closed to Follow Up"
50607,"Protocol Status","Closed to Follow Up","22-MAY-1998","PK/PD Substudy ACTG 343","ACTG 878","","Closed to Follow Up"
50608,"Protocol Status","Closed to Follow Up","31-DEC-1998","Immunology Substudy  of ACTG 343","ACTG 879","","Closed to Follow Up"
50609,"Protocol Status","Closed to Follow Up","26-JUL-2000","Virologic studies in ACTG 293","ACTG 880","","Closed to Follow Up"
50610,"Protocol Status","Closed to Follow Up","20-FEB-1997","Pharmacology Substudy of ACTG 290","ACTG 881","","Closed to Follow Up"
50612,"Protocol Status","Closed to Follow Up","13-JAN-1999","Pharmacology Substudy of ACTG 359","ACTG 884","","Closed to Follow Up"
50613,"Protocol Status","Closed to Follow Up","19-JUL-1999","MEMS Caps Substudy of ACTG 359","ACTG 885","","Closed to Follow Up"
50614,"Protocol Status","Closed to Follow Up","25-AUG-1999","Pharmacology Substudy of ACTG 368","ACTG 886","","Closed to Follow Up"
50615,"Protocol Status","Closed to Follow Up","25-AUG-1999","Virology Substudy of ACTG 368","ACTG 887","","Closed to Follow Up"
50616,"Protocol Status","POS/PAC","17-AUG-2001","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","","POS/PAC"
50616,"Protocol Status","Concluded","17-AUG-2001","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","17-AUG-2001","Concluded"
50616,"Protocol Status","Closed to Follow Up","23-MAY-2001","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","17-AUG-2001","Closed to Follow Up"
50616,"Protocol Status","POS/PAC","01-APR-2001","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","23-MAY-2001","POS/PAC"
50616,"Protocol Status","Closed to Accrual","29-OCT-1999","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","01-APR-2001","Closed to Accrual"
50616,"Protocol Status","Open","09-OCT-1997","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","29-OCT-1999","Open"
50616,"Protocol Status","Pending","01-JUL-1997","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","09-OCT-1997","Pending"
50616,"Protocol Status","In Development","27-FEB-1997","D/C of Primary PCP Prophylaxis in Subjects Receiving ART with Increased CD4>200","ACTG 888","01-JUL-1997","In Development"
50617,"Protocol Status","Closed to Follow Up","18-APR-2001","Substudy of ACTG 362: Immunology","ACTG 889","","Closed to Follow Up"
50618,"Protocol Status","Closed to Follow Up","25-AUG-1999","Immunology Substudy of ACTG 368","ACTG 890","","Closed to Follow Up"
50619,"Protocol Status","Concluded","14-APR-2000","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","","Concluded"
50619,"Protocol Status","POS/PAC","17-MAR-1999","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","14-APR-2000","POS/PAC"
50619,"Protocol Status","Closed to Accrual","08-JAN-1999","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","17-MAR-1999","Closed to Accrual"
50619,"Protocol Status","Closed to Follow Up","29-OCT-1998","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","08-JAN-1999","Closed to Follow Up"
50619,"Protocol Status","Open","25-SEP-1997","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","29-OCT-1998","Open"
50619,"Protocol Status","Pending","01-JUL-1997","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","25-SEP-1997","Pending"
50619,"Protocol Status","In Development","10-MAR-1997","Impact of Intercurrent Illness on HIV Viral Load","ACTG 891","01-JUL-1997","In Development"
50620,"Protocol Status","Concluded","15-OCT-2004","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","","Concluded"
50620,"Protocol Status","Concluded","15-OCT-2004","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","15-OCT-2004","Concluded"
50620,"Protocol Status","POS/PAC","13-AUG-2002","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","15-OCT-2004","POS/PAC"
50620,"Protocol Status","Closed to Follow Up","22-MAR-2000","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","13-AUG-2002","Closed to Follow Up"
50620,"Protocol Status","Closed to Accrual","10-MAY-1999","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","22-MAR-2000","Closed to Accrual"
50620,"Protocol Status","Open","03-NOV-1997","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","10-MAY-1999","Open"
50620,"Protocol Status","Pending","13-AUG-1997","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","03-NOV-1997","Pending"
50620,"Protocol Status","In Development","10-MAR-1997","Effect of Highly Active Antiretroviral Therapy on Lean Body Mass","ACTG 892","13-AUG-1997","In Development"
50621,"Protocol Status","Closed to Follow Up","10-JUN-1994","Micro-Neuro Substudy of ACTG 193","ACTG 893","","Closed to Follow Up"
50622,"Protocol Status","Closed to Follow Up","10-JUN-1994","Macro-Neuro Substudy of ACTG 193","ACTG 894","","Closed to Follow Up"
50623,"Protocol Status","Closed to Follow Up","09-SEP-1993","PK substudy of ACTG 193","ACTG 895","","Closed to Follow Up"
50624,"Protocol Status","Closed to Follow Up","06-APR-1994","Virology substudy of ACTG 193","ACTG 896","","Closed to Follow Up"
50627,"Protocol Status","Closed to Follow Up","10-FEB-2000","MAS Skin Testing Substudy of ACTG 362","ACTG 899","","Closed to Follow Up"
50628,"Protocol Status","Concluded","01-DEC-1999","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","","Concluded"
50628,"Protocol Status","POS/PAC","24-OCT-1996","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","01-DEC-1999","POS/PAC"
50628,"Protocol Status","Closed to Accrual","02-NOV-1995","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","24-OCT-1996","Closed to Accrual"
50628,"Protocol Status","Closed to Follow Up","29-SEP-1995","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","02-NOV-1995","Closed to Follow Up"
50628,"Protocol Status","Open","08-AUG-1995","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","29-SEP-1995","Open"
50628,"Protocol Status","Pending","10-APR-1995","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","08-AUG-1995","Pending"
50628,"Protocol Status","In Development","16-FEB-1995","DTH Reactions to Intradermal HIV Envelope Antigen","ACTG 921","10-APR-1995","In Development"
50629,"Protocol Status","Concluded","10-JUN-2002","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","","Concluded"
50629,"Protocol Status","POS/PAC","14-JUN-2000","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","10-JUN-2002","POS/PAC"
50629,"Protocol Status","Closed to Follow Up","14-AUG-1999","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","14-JUN-2000","Closed to Follow Up"
50629,"Protocol Status","Closed to Accrual","19-APR-1999","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","14-AUG-1999","Closed to Accrual"
50629,"Protocol Status","Open","12-FEB-1998","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","19-APR-1999","Open"
50629,"Protocol Status","Pending","16-DEC-1997","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","12-FEB-1998","Pending"
50629,"Protocol Status","In Development","25-APR-1997","Effect of TNFR:Fc on TNF alpha & Immune Markers","ACTG 928","16-DEC-1997","In Development"
50630,"Protocol Status","Concluded","10-OCT-2001","ART and HIV-1 MN rgp 160 or Vaccine Control","ACTG 946","","Concluded"
50630,"Protocol Status","POS/PAC","13-MAY-1999","ART and HIV-1 MN rgp 160 or Vaccine Control","ACTG 946","10-OCT-2001","POS/PAC"
50630,"Protocol Status","Closed to Follow Up","06-AUG-1998","ART and HIV-1 MN rgp 160 or Vaccine Control","ACTG 946","13-MAY-1999","Closed to Follow Up"
50630,"Protocol Status","Closed to Accrual","25-JAN-1998","ART and HIV-1 MN rgp 160 or Vaccine Control","ACTG 946","06-AUG-1998","Closed to Accrual"
50630,"Protocol Status","Open","04-MAR-1997","ART and HIV-1 MN rgp 160 or Vaccine Control","ACTG 946","25-JAN-1998","Open"
50630,"Protocol Status","In Development","27-SEP-1996","ART and HIV-1 MN rgp 160 or Vaccine Control","ACTG 946","04-MAR-1997","In Development"
50631,"Protocol Status","Withdrawn","16-FEB-1999","ACTG 248 Treatment Extension","ACTG 948","","Other"
50631,"Protocol Status","FDA - IND Hold","18-DEC-1998","ACTG 248 Treatment Extension","ACTG 948","16-FEB-1999","Other"
50631,"Protocol Status","In Development","15-AUG-1997","ACTG 248 Treatment Extension","ACTG 948","18-DEC-1998","In Development"
50632,"Protocol Status","Concluded","01-AUG-1997","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","","Concluded"
50632,"Protocol Status","POS/PAC","23-NOV-1993","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","01-AUG-1997","POS/PAC"
50632,"Protocol Status","Closed to Follow Up","06-AUG-1993","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","23-NOV-1993","Closed to Follow Up"
50632,"Protocol Status","Closed to Accrual","30-JUN-1993","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","06-AUG-1993","Closed to Accrual"
50632,"Protocol Status","Open","20-SEP-1989","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","30-JUN-1993","Open"
50632,"Protocol Status","Pending","28-AUG-1989","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","20-SEP-1989","Pending"
50632,"Protocol Status","In Development","31-JUL-1989","Fluconazole vs. clotrimazole for fungal proph.","ACTG 981","28-AUG-1989","In Development"
50783,"Protocol Status","Closed to Accrual","28-OCT-2011","ACTG Longitudinal Linked Randomized Trials (ALLRT) Protocol","A5001","","Closed to Accrual"
50783,"Protocol Status","Enrolling","19-JAN-2000","ACTG Longitudinal Linked Randomized Trials (ALLRT) Protocol","A5001","28-OCT-2011","Enrolling"
50783,"Protocol Status","Open","14-DEC-1999","ACTG Longitudinal Linked Randomized Trials (ALLRT) Protocol","A5001","19-JAN-2000","Open"
50783,"Protocol Status","Pending","03-DEC-1999","ACTG Longitudinal Linked Randomized Trials (ALLRT) Protocol","A5001","14-DEC-1999","Pending"
50783,"Protocol Status","In Development","21-JAN-1998","ACTG Longitudinal Linked Randomized Trials (ALLRT) Protocol","A5001","03-DEC-1999","In Development"
50786,"Protocol Status","Closed to Follow Up","14-AUG-2001","Adherence Substudy of ACTG 388","ACTG 746","","Closed to Follow Up"
50792,"Protocol Status","Concluded","04-JAN-2001","T-Lymphocyte Synthesis: A Nested Study of ACTG 375","A5002s","","Concluded"
50792,"Protocol Status","Closed to Accrual","29-DEC-2000","T-Lymphocyte Synthesis: A Nested Study of ACTG 375","A5002s","04-JAN-2001","Closed to Accrual"
50792,"Protocol Status","Closed to Follow Up","21-DEC-2000","T-Lymphocyte Synthesis: A Nested Study of ACTG 375","A5002s","29-DEC-2000","Closed to Follow Up"
50793,"Protocol Status","Closed to Follow Up","29-MAR-2000","ACTG 398 Pharmacokinetics Substudy","A5003s","","Closed to Follow Up"
50794,"Protocol Status","Closed to Follow Up","14-FEB-2000","ACTG 398 Immunology Substudy","A5004s","","Closed to Follow Up"
50803,"Protocol Status","Concluded","20-AUG-2008","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","","Concluded"
50803,"Protocol Status","POS/PAC","31-JUL-2004","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","20-AUG-2008","POS/PAC"
50803,"Protocol Status","Closed to Follow Up","02-DEC-2002","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","31-JUL-2004","Closed to Follow Up"
50803,"Protocol Status","Closed to Accrual","30-NOV-1999","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","02-DEC-2002","Closed to Accrual"
50803,"Protocol Status","Enrolling","02-NOV-1998","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","30-NOV-1999","Enrolling"
50803,"Protocol Status","Open","09-OCT-1998","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","02-NOV-1998","Open"
50803,"Protocol Status","Pending","27-AUG-1998","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","09-OCT-1998","Pending"
50803,"Protocol Status","In Development","15-APR-1998","Metabolic, Lipid & Body Composition Substudy of ACTG 384 (NFV or EFZ)","A5005s","27-AUG-1998","In Development"
50804,"Protocol Status","Closed to Follow Up","20-NOV-2002","Pharmacology and Adherence Substudy of ACTG 384","A5006s","","Closed to Follow Up"
50805,"Protocol Status","Concluded","03-MAY-2011","Immunology Substudy of ACTG 384","A5007s","","Concluded"
50805,"Protocol Status","Closed to Follow Up","24-JAN-2002","Immunology Substudy of ACTG 384","A5007s","03-MAY-2011","Closed to Follow Up"
50808,"Protocol Status","Closed to Follow Up","20-MAY-1999","A substudy of ACTG 349 Tonsillar Biopsy/Lymph Node Tissue","A5010s","","Closed to Follow Up"
50818,"Protocol Status","Closed to Follow Up","09-MAY-2000","Pilot PK Substudy of ACTG 400","A5013s","","Closed to Follow Up"
50820,"Protocol Status","Concluded","15-APR-2009","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","","Concluded"
50820,"Protocol Status","POS/PAC","23-JUL-2002","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","15-APR-2009","POS/PAC"
50820,"Protocol Status","Closed to Follow Up","06-MAR-2002","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","23-JUL-2002","Closed to Follow Up"
50820,"Protocol Status","Closed to Accrual","12-MAR-2001","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","06-MAR-2002","Closed to Accrual"
50820,"Protocol Status","Open","15-FEB-2000","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","12-MAR-2001","Open"
50820,"Protocol Status","Pending","26-NOV-1999","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","15-FEB-2000","Pending"
